user_id,book_id,score
5486,2322,4.1
1664,6888,0.8
2436,6697,3.6
4936,6516,3.8
221,5829,2.1
991,1100,4.8
4115,3177,1.5
5160,1031,0.8
1888,978,3.2
5704,982,2.1
3491,2293,4.2
2789,6277,2.0
923,1028,1.7
5672,6968,1.0
7081,3815,4.6
5818,1264,1.2
4818,197,1.3
2121,7110,1.7
1979,1210,2.5
644,4140,4.1
2026,4832,2.6
4506,3057,1.0
2699,5768,1.2
511,5307,0.2
2280,7807,4.0
3239,6603,1.6
5551,7116,0.3
265,1918,2.5
6576,7278,0.4
3804,3017,2.6
2652,31,0.6
1756,6202,0.3
6982,3669,2.0
1733,2619,4.0
4389,1790,4.6
279,1168,2.2
7120,7617,0.3
1424,85,1.6
1088,1793,4.8
436,7170,0.3
1873,5147,1.4
3848,169,3.6
4736,5412,0.2
6354,6708,2.1
1134,749,0.7
6107,1833,2.5
2779,3969,1.2
4460,1319,4.9
5611,6947,1.7
7572,2280,1.3
2532,6035,1.3
3679,5567,2.8
5421,2695,0.9
5024,7961,0.3
7697,3891,3.2
872,1086,1.0
761,5635,3.6
203,1294,0.3
5813,414,3.7
4514,6085,2.7
1779,4130,0.0
451,7545,1.8
326,1324,4.6
650,3352,4.1
7456,4047,4.6
6292,7341,3.1
1559,5081,0.3
2046,5850,0.6
6115,2259,0.0
553,157,3.9
5278,5759,2.0
6969,7948,2.6
706,730,0.4
4369,7258,1.3
366,5721,2.2
2264,6162,1.4
6241,621,0.1
3638,7960,0.5
6589,7617,0.6
4247,5357,0.9
6020,2808,2.8
6886,2921,0.8
6750,4785,3.8
5075,6849,3.1
3473,7365,0.2
4877,6272,1.5
135,6853,3.1
3848,3919,0.9
3851,4350,3.9
3064,6127,0.1
6795,118,2.8
2964,314,3.1
7255,7214,0.5
7443,3688,1.3
2912,6879,2.4
3633,3654,3.0
6329,3455,2.2
1643,4542,4.5
5209,5819,3.9
5374,3475,3.9
4887,3196,0.1
1515,4195,3.6
1196,3300,2.0
4854,6053,3.7
3316,3663,4.5
3490,554,2.2
4652,7061,3.4
3446,2334,4.7
2869,5124,2.5
58,1926,0.6
7567,7143,4.9
6906,4609,4.8
734,1731,4.8
2945,7433,1.9
4009,5143,2.4
2015,7857,2.2
2517,7129,4.0
4003,2470,4.0
2349,6077,1.3
7073,6959,3.0
5981,1967,3.9
1709,2734,3.2
4466,6613,4.7
1374,7902,0.8
731,3599,4.7
6667,2709,0.0
4139,5305,3.7
4369,2113,0.7
2452,934,1.5
7946,6892,2.3
3820,4516,4.3
1942,7738,4.1
6443,2171,2.7
6166,872,1.6
5931,3503,1.2
235,6604,3.9
3366,5180,3.6
59,1433,0.2
5307,4055,2.6
6700,4505,4.7
5161,177,4.7
5415,6515,4.5
3986,5492,1.3
6421,7716,4.5
3897,1221,2.1
7781,2119,2.8
3588,5442,0.1
3588,7439,0.1
6842,6148,1.2
1890,7306,4.9
4996,4187,0.5
2291,3037,0.3
240,3606,0.4
299,7948,2.4
5033,1402,2.5
2497,5680,2.0
4672,5960,2.1
1452,448,1.8
3750,5049,3.3
6952,4043,0.0
4398,5827,0.8
6642,2746,0.6
6927,5267,1.3
455,2320,2.9
2016,6609,2.3
41,555,0.9
4634,1697,4.0
2841,1538,0.2
2265,2014,2.7
1437,4134,4.2
5083,2079,4.5
6587,6275,4.2
1918,5108,2.7
1788,5214,2.7
5637,7784,2.2
6569,4758,2.9
2004,894,3.2
1297,5092,0.9
6383,885,0.9
7617,7324,2.9
639,6661,1.2
649,300,2.2
652,33,1.5
1597,1754,4.4
2435,5108,3.1
6577,5832,4.0
1841,6374,0.0
1852,753,4.5
1285,535,4.0
5749,5226,3.2
6161,3424,1.3
2873,5796,4.6
7370,2454,0.0
2338,2982,1.7
5891,3720,0.6
2064,1620,3.9
1717,3582,1.7
6948,749,3.8
1530,3065,2.5
2816,2566,4.2
5004,6840,2.5
4808,3666,4.8
2314,5230,4.7
1443,3227,4.0
1012,4622,1.7
7417,711,2.1
4137,7042,0.5
4342,3157,0.7
7151,7852,1.0
2694,7711,4.9
7211,1261,4.7
790,1560,0.4
5604,476,3.8
5145,7181,2.1
2116,4300,2.8
7104,7269,2.4
3990,5705,4.9
2816,995,0.4
1673,4824,2.3
7504,1696,0.2
1067,2748,3.2
2855,7635,0.7
6062,3629,3.3
1602,5963,2.5
1253,7136,1.2
5531,2800,3.2
327,1156,4.2
4850,5959,1.1
4139,3777,1.9
2632,5293,4.8
5514,7672,1.7
7327,4505,4.4
576,7879,4.3
6715,540,3.2
6987,4996,0.1
6563,7905,0.4
6282,5823,1.4
7775,5039,3.4
2174,7106,4.7
1723,1124,3.5
4747,5010,2.8
3651,4729,3.4
6648,2925,3.0
1732,66,3.7
6186,2123,4.8
7825,6380,1.8
6957,542,1.2
827,6911,0.3
5546,1044,1.9
7127,5916,3.0
6705,2833,0.6
3836,702,3.0
2161,7288,0.1
2242,7034,4.1
6010,6369,0.6
1667,7872,3.1
1409,7457,3.4
7324,4569,1.1
2524,1991,0.1
3245,4073,0.9
5953,6874,2.0
7956,2156,3.1
459,1374,0.2
7862,6586,4.3
2165,5582,0.4
6134,324,2.7
220,1632,4.0
1979,6422,3.2
3136,2182,1.0
5102,5717,4.4
2755,4713,3.8
1465,7552,0.4
5352,3758,0.6
3400,1841,1.6
2389,5106,3.2
6539,5019,2.6
5649,3279,0.7
7090,1290,2.0
1222,5143,1.6
6703,7208,4.7
319,1749,3.8
2295,1908,4.4
4458,6417,2.6
6977,74,1.5
2903,3018,1.8
2628,992,3.2
7095,5819,0.4
2429,1028,0.3
5086,7640,2.7
2022,3617,2.0
7041,5264,3.1
7104,3960,4.8
4920,1162,4.8
4681,5225,0.4
2108,1897,4.4
5894,7785,4.9
745,586,4.0
5306,6731,2.3
6333,2371,0.9
2476,3898,2.7
4503,6563,4.8
421,5306,1.9
568,7350,3.1
2863,6060,0.6
4037,2880,1.1
5206,3720,4.6
7554,6591,4.6
6442,7458,3.7
4504,5098,4.3
827,3239,4.7
3279,7990,2.6
475,6495,1.3
6292,205,3.6
7903,4202,1.5
6452,2071,2.5
6686,2373,1.4
478,1651,3.1
5168,2244,1.4
1829,3708,0.6
7151,5015,4.8
4667,518,2.9
4089,3783,1.3
2551,2143,4.2
3243,1271,2.4
3727,3152,1.7
6887,2917,3.5
5086,6812,4.8
6414,4840,2.1
5151,1342,4.5
4103,1521,3.5
5743,7852,2.4
886,2956,3.2
1486,5784,1.7
6724,6493,0.0
6878,746,3.4
6237,3237,1.9
930,6985,1.2
2733,4029,4.8
2880,5329,3.0
994,7319,2.6
1983,1116,4.4
4077,4802,1.0
4233,1147,1.0
7360,6244,2.2
170,4412,3.2
464,7743,2.7
7694,1571,1.4
7316,1262,3.3
4870,6770,1.1
7107,1318,2.7
4803,7523,0.5
4186,2232,2.0
4569,7850,0.1
6739,2507,0.4
957,7413,1.6
2863,7908,3.8
2055,4717,2.9
5101,5151,2.1
496,1141,0.0
3599,3572,4.8
4501,2535,2.5
5915,2293,3.8
7857,7388,1.5
1048,6220,0.0
3558,98,0.9
7692,2943,2.2
3829,6725,2.3
3652,2798,3.0
1280,5064,2.6
1932,4049,4.7
79,171,1.1
6194,2747,2.1
7175,3684,1.2
3271,1243,3.5
3060,1767,2.8
7581,5432,3.7
4736,4769,3.6
137,7794,1.2
3449,758,2.2
1698,6598,0.4
4110,5448,0.8
4032,200,4.8
1938,944,0.5
2749,1447,4.4
4599,4292,3.1
6903,1326,4.7
532,274,0.2
3915,1471,2.2
1119,1889,2.6
5723,1368,1.1
4467,2036,2.8
3401,1743,2.2
6027,7,0.4
6969,7575,3.8
6788,338,3.4
1938,7163,2.2
2975,3,1.8
7229,5792,4.5
5691,4934,3.2
100,6660,1.1
6239,574,2.5
3764,1283,4.2
7086,5066,3.6
5211,5774,4.2
2736,2179,1.7
6601,307,3.8
6671,6522,2.4
7795,6810,3.4
5398,4988,4.6
3211,7620,1.9
4724,3151,4.6
6921,1036,1.2
2231,5620,4.8
932,1063,1.4
785,6053,2.4
3289,3237,4.6
150,7125,3.7
163,1071,0.8
4923,7477,2.0
1344,3401,2.0
1624,5995,3.9
3506,3855,3.4
5863,3802,4.9
4859,5305,1.5
1154,7070,2.0
6559,5784,4.8
1896,6670,0.2
4261,2840,0.8
6263,1723,4.2
7830,1790,2.9
2227,109,1.5
1276,3562,4.7
5630,1642,3.5
7972,3603,3.9
5661,561,2.4
5212,5519,3.4
1081,1080,4.4
501,1418,0.7
6106,6515,3.7
513,2571,3.9
493,2062,0.3
2581,6388,4.6
1983,2863,0.9
7048,4417,2.0
6272,2999,3.9
6578,5125,0.1
4481,6463,4.9
3373,7538,2.7
5557,6813,1.5
6423,15,4.8
755,6942,1.1
4750,1473,0.8
1713,6923,4.6
2033,4357,3.0
3530,5862,2.0
5989,4785,0.8
1913,7531,2.8
5773,6904,1.9
795,1042,1.5
2001,6500,0.5
5233,1417,3.5
2712,156,1.0
6171,4155,3.8
3597,733,1.1
5789,7501,3.7
1564,7043,2.1
6045,6941,1.6
5493,3391,3.7
4450,3588,4.5
5768,5471,2.6
3542,3603,4.4
4232,6731,4.5
3589,4694,4.1
2472,1667,1.6
6044,3734,0.4
1952,4964,4.4
6826,2448,1.8
7400,6434,4.8
5345,833,3.0
58,6733,4.0
4053,1435,4.3
6036,7310,4.2
4283,3726,4.3
3571,5352,2.4
7979,1090,1.5
7385,2809,1.9
3551,4377,4.1
2504,2488,1.5
6897,7663,0.6
7620,2742,1.3
7904,4763,4.3
2773,4319,3.2
2571,4909,0.7
4290,6008,2.6
5299,2352,3.9
790,4512,4.3
4925,4455,2.0
2589,1936,2.7
4205,3025,2.8
3496,6877,2.1
4396,294,4.6
3588,1330,4.7
6595,4121,1.9
3911,6681,4.3
4381,7509,4.0
3267,2864,0.0
5320,5890,0.2
6736,5430,3.4
7988,2304,0.7
3270,7421,3.8
6130,4584,4.0
2367,5558,1.7
7605,6544,3.5
5337,6891,1.4
1940,2693,0.7
2866,2621,4.7
3653,4815,1.2
6378,6892,3.3
6243,1970,0.8
7588,6989,1.0
745,873,4.9
1156,5075,3.2
2741,1771,3.0
7729,2248,0.2
6149,2600,2.8
3604,3922,4.6
3324,139,2.4
1559,1776,2.4
5661,1142,3.2
3559,124,3.0
142,714,0.2
1394,7337,0.4
791,798,4.1
6825,4676,2.5
160,6149,2.9
2046,4277,4.8
6646,75,2.8
1639,6780,4.8
5893,6070,4.8
921,2294,4.9
2015,2694,1.2
5517,3991,1.9
4083,7286,1.9
7421,1134,4.5
5334,5947,3.7
6311,2214,0.5
1341,834,2.1
3081,3393,1.8
6912,5939,0.1
931,5469,4.2
7065,7346,1.2
5432,6577,0.6
2210,26,2.8
204,2382,4.2
3290,2946,4.9
2854,863,4.9
5920,250,2.8
2447,7019,4.3
1846,5324,2.1
2769,1744,0.4
2046,1213,3.1
2873,1799,1.2
7488,6731,1.1
7765,3556,3.2
4834,3438,0.0
4278,149,3.9
6126,7832,3.9
6447,7392,2.5
7951,7927,2.9
211,3047,1.1
6995,2992,1.7
1402,5796,3.2
7274,1507,2.4
2812,367,3.6
2085,7211,3.3
3508,4277,4.5
7351,6620,3.1
125,4160,0.7
4535,3589,3.4
3128,5043,2.1
1884,494,4.4
5252,3789,2.7
6207,7256,4.1
196,1507,2.7
6107,5057,3.6
4892,807,0.1
1488,3487,0.2
7924,805,0.6
923,4834,4.8
4787,4866,2.6
6304,1460,3.0
4868,4222,2.9
5152,5754,3.7
7060,7536,4.2
7106,6929,0.2
6417,2830,0.9
2189,2195,1.5
2924,6436,1.7
4972,4050,1.2
3415,409,1.6
7144,537,2.0
6856,4271,2.4
4017,4272,1.3
1396,5954,3.6
789,7062,2.4
4244,645,0.2
7,4358,1.9
7266,3530,4.2
4121,4084,3.8
1500,120,3.4
5953,4815,2.2
1920,4116,0.9
7191,5375,0.4
3854,1275,1.2
4309,4581,3.2
6601,3683,4.0
7509,351,4.2
373,4191,3.6
2582,5827,2.1
6746,5978,3.1
887,5920,4.5
1599,216,1.1
3578,514,2.6
4015,7994,1.5
7618,2093,3.4
3383,3256,0.0
1748,5215,0.6
4517,4518,1.7
1753,4431,0.7
3338,5233,2.0
666,7090,1.0
121,4961,1.7
7362,7282,2.5
3653,5591,2.5
2464,4855,2.2
1158,7885,0.4
1249,2784,3.0
2388,474,3.0
5017,776,3.9
5706,365,0.2
59,1667,1.9
2244,5903,0.2
2716,864,4.5
4384,1060,2.7
2612,6310,4.4
5440,6376,3.4
6300,7832,2.5
4998,6323,2.5
1104,3059,4.4
4951,5622,1.7
2733,1005,2.0
5528,5693,3.3
3124,4341,3.9
5235,4908,4.9
645,6839,1.2
6803,1669,2.9
4068,7639,2.3
2082,1310,0.6
5303,5618,3.8
7314,1837,4.9
3846,2146,2.4
2769,5629,1.1
4025,6969,4.8
4370,184,0.3
5981,6466,2.7
75,2460,3.7
3551,1924,1.2
2353,6664,4.3
2958,7168,0.3
3197,4718,0.7
7773,2288,3.4
2090,31,4.8
2078,7176,2.4
6323,5765,0.3
7879,439,4.5
6297,481,4.5
1968,5476,3.5
1627,6355,2.6
4051,6642,1.0
7740,2576,1.0
6090,6718,1.8
2561,2283,3.9
6613,5341,4.7
1007,4814,4.8
3537,4513,1.6
2960,4607,0.5
5824,5139,1.5
4143,6878,1.0
6599,7735,1.8
3799,2979,4.4
4395,3917,4.3
3671,354,2.9
6163,651,4.2
3968,2952,3.4
5257,3046,4.3
6500,156,0.6
7864,5640,0.8
4761,4097,4.3
2158,2520,3.6
7348,7920,0.1
5083,2103,4.3
3662,6784,1.8
6480,7999,2.2
2306,992,4.3
7297,6276,4.8
5292,5017,3.5
1091,7380,0.0
3115,7182,2.6
4494,3576,4.9
6367,6141,4.1
7035,1971,3.0
1771,3900,3.8
5190,6271,1.9
5491,190,4.1
5708,3349,3.5
927,2254,1.6
6222,2403,3.1
7318,3409,3.1
2028,5141,4.3
1283,4422,0.1
7787,5390,0.4
6291,4614,4.4
1391,3949,0.6
4084,3781,4.5
1728,7947,2.0
5912,913,4.3
3913,1401,1.7
1391,4048,4.1
4372,1220,1.0
5296,6084,1.1
783,6323,3.3
7120,6472,4.4
1609,5892,4.7
1352,4881,2.8
2036,1780,0.1
6995,6127,1.5
7589,1398,2.8
2413,7819,2.5
1487,2872,2.3
3284,3113,1.2
7371,7459,1.8
5835,6821,2.6
6867,3481,3.7
1938,2679,0.2
5186,6391,3.7
7214,6448,4.1
7573,1810,0.5
7463,1469,1.2
1068,6203,1.0
964,3169,4.8
6473,3325,3.6
6992,3708,2.1
6991,5595,3.6
1624,5192,0.0
7299,6293,4.5
2219,1879,2.1
5902,5281,4.9
984,3160,2.6
4601,5747,4.8
4594,3666,3.4
6256,7863,3.1
3983,6053,2.3
7487,3859,2.9
4548,1037,3.1
3991,4520,0.6
5482,160,0.5
7497,6480,0.0
732,524,3.3
4233,1822,4.8
5494,2972,0.7
2348,7523,1.7
7191,3762,4.3
746,5733,3.0
7391,7435,0.3
7260,1511,3.5
881,1536,1.6
7934,5093,4.1
6514,6337,0.4
3182,4694,1.4
647,602,1.2
6058,3947,4.8
794,1519,1.5
2518,4428,1.4
278,5953,4.5
6899,6943,3.8
3942,7400,0.5
4072,4226,2.0
1977,6488,4.7
4925,1230,0.4
2752,2014,3.1
4122,212,2.1
4462,546,4.4
5260,1377,3.0
5623,3941,0.1
4800,6587,3.9
3729,4161,4.4
6406,5026,0.9
4341,6510,4.5
6158,1298,3.3
6046,6328,3.4
5870,5886,3.9
5960,2059,0.0
345,4628,2.1
114,1002,3.7
4264,6141,3.4
2524,7473,4.2
3733,7387,4.0
7049,5720,4.5
7611,3466,4.1
5502,5808,2.6
2071,6881,1.0
7552,3685,3.3
521,1584,1.4
4314,2492,1.3
7379,4225,3.2
7572,2324,3.0
536,2650,1.1
188,7783,2.3
2206,5111,3.0
5280,839,0.1
1868,2961,4.5
338,2019,4.4
7532,7195,3.1
6626,449,4.8
1129,1857,2.5
6695,3779,3.1
5074,5097,2.1
4214,4580,1.0
2645,3123,4.3
6824,1402,0.5
324,5755,4.7
4248,4531,4.9
4691,7763,3.0
1570,3353,3.1
2199,1547,2.0
2469,6288,1.7
6088,3883,4.1
4161,5716,4.1
7103,6453,2.8
6234,3006,2.9
312,933,2.8
3858,6334,0.6
5457,1074,3.5
5010,5023,4.7
7433,1548,0.1
7873,5831,1.4
3969,5853,3.1
1802,1142,3.7
4862,522,2.7
7643,4996,1.4
6692,4593,1.5
4192,3237,3.1
7292,555,2.1
3595,5734,1.8
4334,5448,3.3
719,1262,0.7
6855,6487,4.7
4320,4544,4.4
7732,3549,2.3
1972,2549,3.3
6533,923,4.5
4100,4036,2.3
7146,10,2.5
3211,5820,3.0
5560,2975,0.1
3013,4550,1.6
5925,5321,3.7
3825,101,3.6
839,880,2.4
207,6391,4.7
2841,2038,3.5
4642,435,1.0
7414,4279,3.6
5551,3050,2.3
1371,3530,1.9
7740,6151,1.7
7721,4479,2.9
7633,4433,1.6
4959,6368,3.7
1466,4262,1.6
5668,3634,3.6
4290,3839,1.8
6970,1395,1.1
696,6257,2.7
140,5083,1.8
7597,231,4.3
545,5340,4.7
4852,682,0.1
6629,676,4.2
3553,1243,3.9
871,7640,3.6
3978,2101,1.4
2709,1496,0.5
3848,5837,4.6
6337,5888,3.9
5494,5076,2.7
4447,226,3.5
3568,2321,3.3
7492,2638,4.2
789,2792,0.4
5800,7499,2.1
4614,1303,4.0
4324,7069,1.0
4324,566,1.3
3060,6911,3.6
2261,7604,1.4
4726,5672,4.1
4478,4574,1.8
809,4488,4.4
6154,1433,1.3
1326,6473,1.8
4513,7333,2.5
5642,6992,1.5
5297,218,2.1
6881,570,4.6
6825,1003,0.0
7100,2465,1.5
2296,295,2.8
1476,6231,0.4
6098,5173,0.2
1092,5672,2.0
6699,469,1.0
7914,7513,4.9
7289,1187,3.3
7749,6253,1.4
4277,4245,1.0
712,2844,0.0
7770,3514,1.5
4485,2907,1.6
3236,5754,0.1
4659,5913,4.9
3026,730,1.4
1321,2877,3.7
1509,695,0.3
7135,1451,1.9
350,1863,1.3
6579,2942,4.0
1859,1245,0.2
801,2764,2.5
1753,7908,1.5
3978,6183,2.2
6763,3168,2.4
7598,2840,2.8
6721,1586,1.0
4209,804,2.1
7145,4114,4.1
6617,2185,4.6
7730,84,0.9
2445,3903,2.9
2411,806,2.7
5207,440,0.1
2856,3406,0.1
2339,6178,1.0
6141,6893,2.4
3453,4193,4.7
5760,4416,2.5
1302,7255,2.0
2250,6619,1.1
6144,7582,0.8
950,6830,1.8
877,6475,3.6
5921,3202,0.3
2099,3498,2.2
1384,4794,2.1
2314,1478,4.4
4972,3028,0.3
6667,735,4.3
7184,6951,2.2
6323,2803,0.5
5241,2725,1.8
5661,2232,4.0
7309,1432,4.2
5259,5341,2.0
5684,6502,2.1
2270,782,1.5
1818,334,3.1
7832,559,4.0
3754,1961,0.0
4321,925,3.7
3220,6572,3.5
7743,4786,2.3
6855,5347,1.3
5019,512,0.3
2039,53,3.4
3522,3026,1.0
4823,4708,4.8
2721,4848,1.3
3232,3659,0.1
4744,3545,2.6
2120,2976,3.9
6568,3784,1.0
1611,3697,3.8
3540,7473,4.1
2149,4776,1.7
5827,5762,2.2
1430,1225,1.6
1612,229,3.3
3164,5489,1.5
7720,3386,2.9
4219,7702,0.9
2674,4511,3.2
3640,1739,3.1
2346,3625,0.9
6937,5882,2.5
2093,874,2.6
3814,489,0.0
2238,811,2.1
1963,56,3.9
320,5232,4.3
1203,7263,4.9
5689,7481,4.0
1422,4146,1.0
1105,2428,0.7
6155,6942,0.7
1808,5998,4.3
6846,6635,1.0
7394,3257,3.4
2619,4473,2.3
7318,2756,2.9
4952,6789,3.4
538,5104,4.4
2798,4835,4.7
2177,2071,4.1
4825,3907,3.2
6013,6797,3.6
4851,493,4.1
4324,1057,0.9
5468,4359,0.2
7918,4378,1.6
2100,7179,4.9
3508,3451,4.6
2143,83,2.8
6003,4097,1.7
1216,1423,2.3
7175,3297,0.3
3197,3595,0.9
2224,6093,1.2
3201,5356,1.7
3919,1774,3.1
4468,1009,0.2
1129,7720,3.4
2565,1907,0.1
6626,4506,3.2
5024,5479,4.2
6083,2973,3.4
5880,7256,0.3
4981,5314,2.5
7486,4015,3.6
6723,918,2.4
6566,1965,4.1
6683,6688,3.2
1705,5933,2.5
77,2591,4.6
2237,420,3.1
4426,6925,3.7
6878,2275,3.5
4453,2720,3.7
5833,6417,1.8
3669,3334,4.8
4667,5234,2.5
6001,5926,2.8
4725,2213,2.8
3506,7587,3.3
3067,2655,4.7
4852,2522,0.5
5071,1202,1.9
52,7776,4.4
954,5707,3.8
6354,7494,3.7
2116,5805,0.4
7441,7063,2.7
630,3960,3.1
2258,6102,0.0
7327,550,0.0
2844,6595,4.0
4235,5898,4.4
3030,3476,0.6
4173,3089,4.6
5706,2173,2.4
2358,4546,4.5
3428,5610,4.1
7131,6911,2.6
1585,4866,0.8
4882,1156,4.1
6688,5540,1.2
501,7397,0.7
6339,3818,2.8
2461,6673,4.1
5838,7210,1.9
7207,211,1.4
6551,817,0.6
3890,4685,4.5
4756,5832,2.8
95,6908,1.3
1503,7025,0.2
1359,2361,2.1
3061,5993,3.8
6440,2228,0.8
1714,7973,1.2
4688,4537,2.8
1750,2966,4.5
3887,7404,0.4
1538,1639,3.9
4209,1038,0.8
6203,315,2.0
7873,5815,0.2
7462,5297,4.6
79,2011,0.6
2698,6114,2.7
6475,7816,0.7
273,2143,3.7
1831,7268,2.3
7942,3637,2.3
2199,304,0.3
7127,5290,0.2
7316,713,2.9
532,447,3.9
4244,5475,3.8
6702,5421,4.4
6676,6286,2.6
4024,6250,2.3
2574,1523,4.4
2921,5731,0.6
5122,7126,1.7
1752,4801,0.0
7153,1939,2.9
510,5542,3.8
6364,1378,2.1
1847,3695,1.1
7049,6932,2.2
3328,5617,3.9
5438,7253,4.4
3834,7869,1.9
7619,4138,4.3
4325,4701,4.6
740,6578,1.0
613,4119,0.8
4205,7143,0.0
4608,5095,3.9
1707,5723,2.8
2782,4614,0.1
4593,7293,1.1
6279,6375,4.0
6608,6291,3.1
5864,4086,3.3
6045,5376,3.3
1998,7705,1.2
3054,3901,0.3
6312,7089,3.5
6493,4448,0.7
2120,3927,1.3
1283,3994,2.8
3938,3809,0.1
6333,4594,4.9
2892,4508,2.7
6890,461,1.3
5180,5841,0.6
747,3175,4.4
1997,4482,0.4
7585,7961,0.8
4921,2347,2.1
1010,4115,1.6
2207,4163,1.6
1412,2848,2.9
3198,1594,3.1
4672,4198,0.8
2424,6010,3.0
7184,6565,4.2
7184,6120,1.8
5472,2229,0.3
4075,418,1.4
6880,3210,3.9
7634,4225,3.4
2943,4593,1.3
2350,3926,3.1
5617,7762,3.9
1098,2093,1.3
5802,557,3.0
2773,974,4.5
2081,5087,1.6
5468,5433,2.5
6413,4444,4.9
6163,1127,1.9
4715,2036,2.0
589,6862,2.3
4277,1936,2.3
6335,3163,0.6
5099,5875,0.3
513,2934,3.5
6222,3131,4.4
5260,6723,3.6
5407,5534,1.3
1980,286,1.8
484,1200,3.8
1294,2524,4.3
5283,6745,2.6
1443,5645,4.8
2789,4833,2.2
1979,1854,2.3
7476,5478,0.3
1019,2097,4.9
3996,3874,0.8
7271,2917,2.6
6445,4583,3.0
807,4626,3.7
7863,7204,2.3
3974,2667,3.8
6732,5535,4.5
1325,219,3.6
6657,570,4.8
6572,6346,1.9
4204,6320,3.7
6130,5720,0.2
5095,662,2.1
5775,3678,4.6
4555,284,3.8
6904,6065,2.7
6901,6347,3.7
5187,5024,4.0
7045,7623,3.1
7398,6771,0.8
1433,1804,1.0
7612,1708,0.4
2518,4595,1.3
63,2375,0.7
5215,4267,1.3
526,6331,2.8
1499,2241,1.2
7592,6904,2.7
5875,1435,2.5
3311,3368,1.3
4880,1142,2.2
6822,6960,3.9
801,6125,3.1
115,6829,4.0
4115,7219,2.7
4061,1658,2.8
5142,5525,3.6
7566,7718,1.8
4894,2490,0.8
4433,768,0.5
5855,7268,4.9
2196,7181,1.0
720,7471,2.7
2471,4429,2.7
5672,7631,3.6
6523,6715,3.4
1316,5907,1.0
7204,6667,1.9
7998,1190,2.0
2455,3884,3.9
6007,7882,3.7
5612,6598,2.7
525,1181,4.4
7388,698,0.4
6149,7445,0.3
4803,5735,0.3
5602,5957,1.1
2079,4256,4.2
2411,3352,1.6
1230,6648,1.9
5417,146,4.4
4756,6264,4.2
5541,6164,3.2
5202,2725,2.5
4334,7127,3.1
3343,4605,3.3
3537,4013,2.1
1203,7992,3.1
7454,3012,0.5
2310,4360,1.1
6249,2212,2.0
7285,5403,0.4
5895,7790,3.4
3597,3158,0.8
7948,2973,1.7
2557,7193,3.2
4755,3590,3.4
1496,7935,3.0
4917,6105,2.8
6928,1884,2.5
6672,6047,3.1
60,191,2.3
2561,891,4.1
2770,1711,2.7
3114,4075,4.4
5549,2160,1.7
5036,4102,2.8
2375,6653,2.5
3181,3262,3.2
4672,5388,2.1
1811,4253,0.0
5269,527,2.5
4615,5897,2.5
2729,5039,1.1
2483,6785,4.1
7679,4241,3.9
7300,2911,3.8
7164,3922,4.8
1127,6229,3.8
2857,4044,3.2
2127,2674,2.1
5167,7057,3.7
7213,1244,3.5
858,3820,0.4
5942,5398,1.8
5014,5413,1.9
2657,6073,3.4
7348,3579,2.0
1254,6395,0.9
1253,7209,3.8
5759,3309,2.7
5757,5923,4.6
6762,1462,4.0
1841,6552,3.0
2468,3803,1.2
4761,2607,3.0
1711,2873,3.6
4334,7372,0.5
3660,1734,0.8
6156,3017,0.7
5697,5077,2.8
1521,6847,1.4
5652,7184,3.7
4732,2877,4.0
6158,2302,0.7
3566,2701,3.0
7865,5372,1.9
876,2099,0.9
5026,5893,2.9
7802,7663,3.9
791,7532,2.3
2304,56,2.3
7272,4511,3.6
6473,3072,0.2
3305,1827,4.5
3007,2420,1.1
1262,220,0.9
688,2747,1.2
5134,5571,2.6
1355,5300,1.8
3105,3312,3.9
1891,1850,2.2
2497,4623,1.4
5802,545,0.3
6732,4140,4.9
7159,4407,1.1
6687,6825,4.9
4864,6470,4.1
4444,3780,4.4
6752,5454,1.6
613,3156,1.4
210,3469,4.1
7582,4234,2.8
5235,2808,3.7
3118,3186,3.4
3523,3393,1.1
4350,5809,0.0
7588,7441,1.8
2872,6918,1.4
6233,716,1.4
5000,75,0.3
6152,2577,3.2
7454,4594,1.2
5432,6649,1.4
2858,2122,4.2
4243,2198,4.7
4574,7801,0.5
1956,4275,1.9
4399,2561,2.9
346,2647,2.4
4372,6077,4.1
835,7939,3.0
4101,802,0.9
3473,1393,0.9
2876,1024,3.8
5912,1493,4.6
2743,4033,2.4
5197,6813,3.7
1267,3366,0.8
4296,2674,0.7
4594,271,2.2
1346,4983,3.6
1078,5681,4.3
407,7942,3.3
1731,6110,1.9
2821,3768,2.3
3808,3,1.2
619,3803,3.5
4886,7843,0.9
4938,251,0.6
1839,1182,3.7
7495,539,3.7
2295,1774,1.1
2086,7611,1.8
1086,6182,1.1
5392,913,2.3
3540,6387,4.7
5774,18,0.1
7371,6749,1.3
7306,2152,0.9
3896,4932,4.8
6676,314,1.1
4786,5092,0.4
4443,7273,3.5
2961,4435,4.0
2800,1103,3.5
3503,4800,2.5
3974,1407,4.9
2666,244,2.0
564,3594,4.6
7008,530,2.6
5808,7222,1.1
3312,7575,2.6
2389,70,3.7
4607,2908,4.8
2270,3767,0.5
6576,2065,2.1
936,1918,2.6
5866,3522,2.9
4019,5132,1.1
5334,595,1.4
2593,7244,4.1
2974,4485,3.1
7477,7777,0.9
2287,240,2.8
3349,5162,0.8
6583,4361,1.9
4552,6016,3.9
2087,2075,0.0
185,6580,3.1
2481,3087,3.2
